name,awards,region,price,category,text
Buchanan's DeLuxe 12 Year Old Scotch,"",Scotland,30,Blended Scotch - Up to 15 Yrs,"Importer: Diageo North America - Norwalk, CT www.diageo.com"
Grand Macnish 15 Year Sherry-Cask Aged Scotch,"",Scotland,38,Blended Scotch - Up to 15 Yrs,"Importer: M.S. Walker Inc. - Somerville, MA"
Johnnie Walker Gold Label Reserve Scotch,"",Scotland,,Blended Scotch - Up to 15 Yrs,""
Johnnie Walker Blue Label Scotch,"",Scotland,225,Blended Scotch - Up to 15 Yrs,"Importer: Diageo North America - Norwalk, CT www.  hunterpr.com"
William Lawson's  Finest Blended Scotch,"",Scotland,,Blended Scotch - Up to 15 Yrs,""
Chivas Brothers Something Special Scotch,"",Scotland,25,Blended Scotch - Up to 15 Yrs,""
Dewar's 12 Year Old Scotch,"",Scotland,28,Blended Scotch - Up to 15 Yrs,"Importer: Bacardi USA - Miami, FL www.dewars.com"
Duncan Taylor Black Bull Kyloe Scotch Whisky,"",Scotland,30,Blended Scotch - Up to 15 Yrs,"Importer: Shand Import - South Pasadena, CA www.duncantaylor.com"
Johnnie Walker Red Label Scotch,"",Scotland,25,Blended Scotch - Up to 15 Yrs,"Importer: Diageo North America - Norwalk, CT www. hunterpr.com"
Johnnie Walker Black Label Scotch,"",Scotland,35,Blended Scotch - Up to 15 Yrs,"Importer: Diageo North America - Norwalk, CT www. hunterpr.com"
Lord Elcho 15 Year Old Blended Scotch Whisky,"",Scotland,30,Blended Scotch - Up to 15 Yrs,"Importer: Domaine Select Wine Estates - New York, NY www.wemyssmalts.com"
McIvor Blended Scotch Whiskey,"","Glasgow, Scotland",25,Blended Scotch - Up to 15 Yrs,"Importer: Total Beverage Solution - Mount Pleasant, SC www.totalbeveragesolution.com"
Monarch of the Glen 15 Year Old Scotch,"","Highland, Scotland",24,Blended Scotch - Up to 15 Yrs,Importer: W.J. Deutsch Wine - NY
Old Parr 12 Year Old Blended Scotch,"","Grand, Scotland",30,Blended Scotch - Up to 15 Yrs,"Importer: Diageo North America - Norwalk, CT www.dialogue-inc.com"
Te Bheag Connoisseurs' Blend Scotch,"",Scotland,40,Blended Scotch - Up to 15 Yrs,"Importer: Skye Anna Imports, Ltd - Chicago, IL www.gaelicwhisky.com"
William Lawson's  13 Year Old Scotch,"",Scotland,,Blended Scotch - Up to 15 Yrs,""
Benmore Master's Master's Reserve Scotch,"",Scotland,16,Blended Scotch - Up to 15 Yrs,www.diageo.com
Black Bottle  Scotch,"",Scotland,20,Blended Scotch - Up to 15 Yrs,www.burnstewartdistillers.com
Dewar's White Label Scotch,"",Scotland,22,Blended Scotch - Up to 15 Yrs,"Importer: Bacardi USA - Miami, FL www.dewars.com"
The Classic Cask Rare Scotch Whisky,"",Scotland,375,Blended Scotch - 16 Yrs +,"Importer: Spirit Imports, Inc. - Sunrise, FL www.spiritimportsinc.com"
Buchanan's 18 Year Old Special Reserve  Scotch,"",Scotland,83,Blended Scotch - 16 Yrs +,"Importer: Diageo North America - Norwalk, CT www.diageo.com"
Chivas Regal 25 Year Old Scotch,"",Scotland,250,Blended Scotch - 16 Yrs +,"Importer: Pernod Ricard USA - New York, NY www.pernod-ricard-usa.com"
Grangestone 30 Year Old Blended Scotch,"","Highland, Scotland",90,Blended Scotch - 16 Yrs +,"Importer: Saranty Imports - White Plains, NY"
Kingdom 21 Year Old Scotch,"",Scotland,165,Blended Scotch - 16 Yrs +,www.kingdom.co.kr
Royal Salute 38 Year Old Scotch,"",Scotland,600,Blended Scotch - 16 Yrs +,"Importer: Pernod Ricard USA - New York, NY www.pernod-ricard-usa.com"
Dewar's 18 Year Old Scotch,"",Scotland,65,Blended Scotch - 16 Yrs +,"Importer: Bacardi USA - Miami, FL www.dewars.com"
Kingdom 30 Year Old Scotch,"",Scotland,900,Blended Scotch - 16 Yrs +,www.kingdom.co.kr
Royal Salute 21 Year Old Scotch,"",Scotland,200,Blended Scotch - 16 Yrs +,"Importer: Pernod Ricard USA - New York, NY www. pernod-ricard-usa.com"
Ballantine's 17 Year Old Scotch,"",Scotland,80,Blended Scotch - 16 Yrs +,"Importer: Pernod Ricard USA - New York, NY www. pernod-ricard-usa.com"
Chivas Regal 18 Year Old Scotch,"",Scotland,75,Blended Scotch - 16 Yrs +,"Importer: Pernod Ricard USA - New York, NY www. pernod-ricard-usa.com"
Dewar's Signature Scotch,"",Scotland,180,Blended Scotch - 16 Yrs +,"Importer: Bacardi USA - Miami, FL www.dewars.com"
Grangestone 25 Year Old Blended Scotch,"","Highland, Scotland",80,Blended Scotch - 16 Yrs +,"Importer: Saranty Imports - White Plains, NY"
Johnnie Walker Platinum Label Scotch 18 Year Old,"",Scotland,110,Blended Scotch - 16 Yrs +,"Importer: Diageo North America - Norwalk, CT www.hunterpr.com"
Kingdom 17 Year Old Scotch,"",Scotland,65,Blended Scotch - 16 Yrs +,www.kingdom.co.kr
Label 5 Extra Rare 18 Year Old Scotch,"",Scotland,50,Blended Scotch - 16 Yrs +,"Importer: Prestige Wine Group - Princeton, MN www.la-martiniquaise.com"
Windsor Black 17 Year Old Scotch,"",Scotland,41,Blended Scotch - 16 Yrs +,www.diageo.com
Ballantine's Finest Scotch,"",Scotland,24,Blended Scotch - 16 Yrs +,"Importer: Pernod Ricard USA - New York, NY www.pernod- ricard-usa.com"
Deanston 12 Year Old Single Malt Scotch,"","Perthshire, Scotland",53,Single Malt Scotch - to12 Yrs,www.burnstewartdistillers.com
Aberlour 12 Year Old Single Malt Scotch,"","Speyside, Scotland",42,Single Malt Scotch - to12 Yrs,"Importer: Pernod Ricard USA - New York, NY www.pernod-ricard-usa.com"
Bunnahabhain 12 Year Old Single Malt Scotch,"","Islay, Scotland",45,Single Malt Scotch - to12 Yrs,www.burnstewartdistillers. com
Glenmorangie Original 10 Year Old Single Malt Scotch,"","Highland, Scotland",41,Single Malt Scotch - to12 Yrs,"Importer: Moët Hennessy USA - NY, NY www.glenmorangie.com"
Ledaig 10 Year Old Single Malt Scotch,"","Mull, Scotland",45,Single Malt Scotch - to12 Yrs,www.burnstewartdistillers.com
Talisker Storm Single Malt Scotch  11 Years Old,"","Island, Scotland",66,Single Malt Scotch - to12 Yrs,"Importer: Diageo North America - New York, NY www.hunterpr.com"
Tamdhu 10 Year Old Single Malt Scotch,"","Speyside, Scotland",59,Single Malt Scotch - to12 Yrs,"Importer: ImpEx Beverages - South San Francisco, CA www.impexbev.com /  www.jvsimports.com"
Aberlour 12 Year Old Single Malt Scotch,"","Non-Chill Filter, Speyside, Scotland",60,Single Malt Scotch - to12 Yrs,"Importer: Pernod Ricard USA - New York, NY www.pernod-ricard-usa.com"
anCnoc 12 Year Old Single Malt Scotch,"","Highland, Scotland",40,Single Malt Scotch - to12 Yrs,www.interbevgroup.com
Glencadam Highland Single Malt Scotch Whisky,"","Aged 10 Years, Highlands, Scotland",,Single Malt Scotch - to12 Yrs,""
Glengoyne 12 Year Old Single Malt Scotch,"","Highland, Scotland",55,Single Malt Scotch - to12 Yrs,"Importer: Shaw Ross Int'l Importers - Miramar, FL www.shaw-ross.com"
Glenmorangie 12 Year Old Single Malt Scotch,"","Quinta Ruban - Port Cask, Highland, Scotland",50,Single Malt Scotch - to12 Yrs,"Importer: Moët Hennessy USA - NY, NY www.glenmorangie.com"
Glenmorangie 12 Year Old Single Malt Scotch,"","Nectar D'Or - Sauternes Cask, Highland, Scotland",70,Single Malt Scotch - to12 Yrs,"Importer: Moët Hennessy USA - NY, NY www.glenmorangie.com"
Laphroaig 10 Year Old Single Malt Scotch,"","Islay, Scotland",50,Single Malt Scotch - to12 Yrs,Importer: Beam - USA www.beamglobal. com
Speyburn 10 Year Old Single Malt Scotch,"","Speyside, Scotland",28,Single Malt Scotch - to12 Yrs,www.speyburn.com
Tobermory 10 Year Old Single Malt Scotch,"","Mull, Scotland",50,Single Malt Scotch - to12 Yrs,www.burnstewartdistillers.com
Tomatin 12 Year Old Single Malt Scotch,"","Highland, Scotland",30,Single Malt Scotch - to12 Yrs,"Importer: United States Distilled  Products - Minneapolis, MN www.tomatin.com"
Aberfeldy 12 Year Old Single Malt Scotch,"","Highland, Scotland",75,Single Malt Scotch - to12 Yrs,"Importer: Bacardi USA - Miami, FL  www.dewars.com"
Ardbeg 10 Year Old Single Malt Scotch,"","Islay, Scotland",57,Single Malt Scotch - to12 Yrs,"Importer: Moët Hennessy USA - NY, NY  www.ardbeg.com"
Balblair 2002 Old Single Malt Scotch,"","Highland, Scotland",70,Single Malt Scotch - to12 Yrs,www.balblair.com
Edradour 10 Year Old Single Malt Scotch,"","Highland, Scotland",60,Single Malt Scotch - to12 Yrs,"Importer: Total Beverage Solution - Mount Pleasant, SC www.totalbeveragesolution.com"
Glen Garioch 12 Year Old Single Malt Scotch,"","Bourbon & Sherry Cask, Highlands, Scotland",70,Single Malt Scotch - to12 Yrs,"Importer: Campari Spirits - SF, CA www.campariamerica.com"
Glen Moray Single Malt Scotch,"","Speyside, Scotland",23,Single Malt Scotch - to12 Yrs,"Importer: Prestige Wine Group - St. Paul, MN www.prestigewinegroup.com; www.glenmoray.com"
Glenmorangie 12 Year Old Single Malt Scotch,"","Lasanta - Sherry Cask, Highland, Scotland",50,Single Malt Scotch - to12 Yrs,"Importer: Moët Hennessy USA - NY, NY www.glenmorangie.com"
Jura 10 Year Old Single Malt Scotch,"","Isle of Jura, Scotland",45,Single Malt Scotch - to12 Yrs,"Importer: Whyte & Mackay Americas - North Miami, FL www.isleofjura.com"
Old Pulteney 12 Year Old Single Malt Scotch,"","Highland, Scotland",60,Single Malt Scotch - to12 Yrs,www.interbevgroup.com
Talisker 10 Year Old Single Malt Scotch,"","Island, Scotland",50,Single Malt Scotch - to12 Yrs,"Importer: Diageo North America - New York, NY www.hunterpr.com"
The Glenlivet 12 Year Old Single Malt Scotch,"","Speyside, Scotland",30,Single Malt Scotch - to12 Yrs,"Importer: Pernod Ricard USA - New York, NY www.pernod-ricard-usa.com"
Laphroaig 10 Year Old Single Malt Scotch,"","Original Cask Strength, Islay, Scotland",70,Single Malt Scotch - to12 Yrs,Importer: Beam - USA www.beamglobal.com
The Dalmore 12 Year Old Single Malt Scotch,"","Highlands, Scotland",55,Single Malt Scotch - to12 Yrs,"Importer: Whyte & Mackay Americas - North Miami, FL www.thedalmore.com"
Lagavulin 16 Year Old Single Malt Scotch,"","Islay, Scotland",90,Single Malt Scotch - 13 to19 Yrs,"Importer: Diageo North America - Norwalk, CT www.hunterpr.com"
Aberlour 18 Year Old Single Malt Scotch,"","Non-Chill Filter, Speyside, Scotland",100,Single Malt Scotch - 13 to19 Yrs,"Importer: Pernod Ricard USA - New York, NY www.pernod-ricard-usa.com"
Glengoyne 18 Year Old Single Malt Scotch,"","Highland, Scotland",125,Single Malt Scotch - 13 to19 Yrs,"Importer: Shaw Ross Int'l Importers - Miramar, FL www.shaw-ross.com"
Glenmorangie 18 Years Old Extremely Rare,"","Single Malt Scotch, Highland, Scotland",119,Single Malt Scotch - 13 to19 Yrs,"Importer: Moët Hennessy USA - NY, NY www.glenmorangie.com"
Longmorn 16 Year Old Single Malt Scotch,"","Speyside, Scotland",7+6,Single Malt Scotch - 13 to19 Yrs,"Importer: Pernod Ricard USA - New York, NY www.pernod-ricard-usa.com"
The Dalmore 15 Year Old Single Malt Scotch,"","Highlands, Scotland",85,Single Malt Scotch - 13 to19 Yrs,"Importer: Whyte & Mackay Americas - North Miami, FL www.thedalmore.com"
The Glenlivet 16 Year Old Single Malt Scotch,"","Nadurra, Speyside, Scotland",60,Single Malt Scotch - 13 to19 Yrs,"Importer: Pernod Ricard USA - New York, NY www.pernod-ricard-usa.com"
Tomatin 18 Year Old Single Malt Scotch,"","Highland, Scotland",80,Single Malt Scotch - 13 to19 Yrs,"Importer: United States Distilled Products - Minneapolis, MN www.tomatin.com"
Aberlour 16 Year Old Single Malt Scotch,"","Non-Chill Filter, Speyside, Scotland",65,Single Malt Scotch - 13 to19 Yrs,"Importer: Pernod Ricard USA - New York, NY www.pernod-ricard-usa.com"
Bowmore 15 Year Old Single Malt Scotch,"","Darkest, Islay, Scotland",70,Single Malt Scotch - 13 to19 Yrs,"Importer: Campari Spirits - SF, CA www.campariamerica.com"
Bunnahabhain 18 Year Old Single Malt Scotch,"","Islay, Scotland",110,Single Malt Scotch - 13 to19 Yrs,www.burnstewartdistillers.com
Glen Garioch 1994 Vintage SIngle Malt Scotch,"","North American Oak Cask, Highlands, Scotland",110,Single Malt Scotch - 13 to19 Yrs,"Importer: Campari Spirits - SF, CA www.campariamerica.com"
Glencadam Highland Single Malt Scotch Whisky,"","Aged 15 Years, Highlands, Scotland",,Single Malt Scotch - 13 to19 Yrs,""
Jura 16 Year Old Single Malt Scotch,"","Diurach's Own, Isle of Jura, Scotland",73,Single Malt Scotch - 13 to19 Yrs,"Importer: Whyte & Mackay Americas - North Miami, FL www.isleofjura.com"
The Dalmore 18 Year Old Single Malt Scotch,"","Highlands, Scotland",165,Single Malt Scotch - 13 to19 Yrs,"Importer: Whyte & Mackay  Americas - North Miami, FL www.thedalmore.com"
The Glenlivet 15 Year Old Single Malt Scotch,"","Speyside, Scotland",45,Single Malt Scotch - 13 to19 Yrs,"Importer: Pernod Ricard USA -  New York, NY www.pernod-ricard-usa.com"
The Glenlivet 18 Year Old Single Malt Scotch,"","Speyside, Scotland",60,Single Malt Scotch - 13 to19 Yrs,"Importer: Pernod Ricard USA -  New York, NY www.pernod-ricard-usa.com"
Tobermory 15 Year Old Single Malt Scotch,"","Mull, Scotland",130,Single Malt Scotch - 13 to19 Yrs,www.burnstewartdistillers.com
Glengoyne 15 Year Old Single Malt Scotch,"","Highland, Scotland",79,Single Malt Scotch - 13 to19 Yrs,"Importer: Shaw Ross Int'l Importers - Miramar, FL www.shaw-ross.com"
Grangestone 18 Year Old Single Malt Scotch,"","Highland, Scotland",67,Single Malt Scotch - 13 to19 Yrs,"Importer: Saranty Imports - White Plains, NY"
Laphroaig 18 Year Old Single Malt Scotch,"","Islay, Scotland",85,Single Malt Scotch - 13 to19 Yrs,Importer: Beam - USA www.beamglobal. com
Oban 14 Year Old Single Malt Scotch,"","Highland, Scotland",65,Single Malt Scotch - 13 to19 Yrs,"Importer: Diageo North America - New York, NY www.hunterpr.com"
Scapa 16 Year Old Single Malt Scotch,"","Orkney, Scotland",75,Single Malt Scotch - 13 to19 Yrs,"Importer: Pernod Ricard USA - New York, NY www.pernod-ricard-usa.com"
Glencadam 21 Year Old Single Malt Scotch Whisky,"","Highland, Scotland",,Single Malt Scotch - 20 Yrs +,""
Aberfeldy 21 Year Old Single Malt Scotch,"","Highland, Scotland",150,Single Malt Scotch - 20 Yrs +,"Importer: Bacardi USA - Miami, FL www.dewars.com"
Glengoyne 21 Year Old Single Malt Scotch,"","Highland, Scotland",185,Single Malt Scotch - 20 Yrs +,"Importer: Shaw Ross Int'l Importers - Miramar, FL www.shaw-ross.com"
Glenmorangie Quarter Century Single Malt Scotch,"","25 Year Old, Highland, Scotland",579,Single Malt Scotch - 20 Yrs +,"Importer: Moët Hennessy USA - NY, NY www.glenmorangie.com"
Jura 21 Year Old Single Malt Scotch,"","Isle of Jura, Scotland",150,Single Malt Scotch - 20 Yrs +,"Importer: Whyte & Mackay Americas - North Miami, FL www.isleofjura.com"
The Glenlivet 21 Year Old Single Malt Scotch,"","Speyside, Scotland",130,Single Malt Scotch - 20 Yrs +,"Importer: Pernod Ricard USA - New York, NY www.pernod-ricard-usa.com"
The Glenlivet 25 Year Old Single Malt Scotch,"","Speyside, Scotland",250,Single Malt Scotch - 20 Yrs +,"Importer: Pernod Ricard USA - New York, NY www.pernod-ricard-usa.com"
Bunnahabhain 25 Year Old Single Malt Scotch,"","Islay, Scotland",350,Single Malt Scotch - 20 Yrs +,www.burnstewartdistillers.com
Ardbeg Single Malt Scotch Uigeadail,"","Islay, Scotland",79,Single Malt Scotch - No Age Statement,"Importer: Moët Hennessy USA - NY, NY www.ardbeg.com"
Aberlour A'bunadh Single Malt Scotch,"","Speyside, Scotland",70,Single Malt Scotch - No Age Statement,"Importer: Pernod Ricard USA - New York, NY www.pernod-ricard-usa.com"
Ardbeg Single Malt Scotch,"","Corryvreckan, Islay, Scotland",90,Single Malt Scotch - No Age Statement,"Importer: Moët Hennessy USA - NY, NY www.ardbeg.com"
Glen Garioch Founder's Reserve Single Malt Scotch,"","Highlands, Scotland",45,Single Malt Scotch - No Age Statement,"Importer: Campari Spirits - SF, CA www.campariamerica.com"
Glen Garioch Single Malt Scotch,"","Aged in Virgin Oak, Highlands, Scotland",110,Single Malt Scotch - No Age Statement,"Importer: Campari Spirits - SF, CA www.campariamerica.com"
Glenmorangie Single Malt Scotch,"","Signet, Highland, Scotland",199,Single Malt Scotch - No Age Statement,"Importer: Moët Hennessy USA - NY, NY www.glenmorangie.com"
Glenmorangie Single Malt Scotch,"","Companta, Highland, Scotland",99,Single Malt Scotch - No Age Statement,"Importer: Moët Hennessy USA - NY, NY www.glenmorangie.com"
Jura Single Malt Scotch,"","Prophecy, Isle of Jura, Scotland",80,Single Malt Scotch - No Age Statement,"Importer: Whyte & Mackay Americas - North Miami, FL www.isleofjura.com"
McClelland's Single Malt Scotch,"","Highland, Scotland",25,Single Malt Scotch - No Age Statement,"Importer: Campari America - San Francisco, CA"
Tomatin Single Malt Scotch,"","Legacy , Highland, Scotland",24,Single Malt Scotch - No Age Statement,"Importer: United States Distilled Products - Minneapolis, MN www.tomatin.com"
Auchentoshan Single Malt Scotch,"","Aged in American Oak, Lowlands, Scotland",40,Single Malt Scotch - No Age Statement,"Importer: Campari  Spirits - SF, CA www.campariamerica.com"
Auchentoshan Single Malt Scotch,"","Aged in Three Wood, Lowlands, Scotland",60,Single Malt Scotch - No Age Statement,"Importer: Campari  Spirits - SF, CA www.campariamerica.com"
Bowmore Small Batch Single Malt Scotch,"","Islay, Scotland",40,Single Malt Scotch - No Age Statement,"Importer: Campari Spirits - SF, CA www. campariamerica.com"
Bunnahabhain Single Malt Scotch,"","Toiteach, Islay, Scotland",85,Single Malt Scotch - No Age Statement,www.burnstewartdistillers.com
Deanston Virgin Oak Single Malt Scotch,"","Perthshire, Scotland",30,Single Malt Scotch - No Age Statement,www.burnstewartdistillers.com
Jura Single Malt Scotch,"","Superstition, Isle of Jura, Scotland",54,Single Malt Scotch - No Age Statement,"Importer: Whyte & Mackay Americas - North Miami, FL www.isleofjura.com"
Laphroaig Quarter Cask Single Malt Scotch,"","Islay, Scotland",55,Single Malt Scotch - No Age Statement,Importer: Beam - USA www. beamglobal.com
The Dalmore Cigar Malt Reserve SIngle Malt Scotch,"","Highlands, Scotland",125,Single Malt Scotch - No Age Statement,"Importer: Whyte & Mackay Americas - North Miami, FL www.thedalmore.com"
The Dalmore King Alexander III Single Malt Scotch,"","Highlands, Scotland",250,Single Malt Scotch - No Age Statement,"Importer: Whyte & Mackay Americas - North Miami, FL www.thedalmore.com"
Tomatin Single Malt Scotch,"","Cù Bòcan, Highland, Scotland",70,Single Malt Scotch - No Age Statement,"Importer: United States Distilled Products - Minneapolis, MN www.tomatin.com"
Auchentoshan Single Malt Scotch,"","Aged in Virgin Oak, Lowlands, Scotland",130,Single Malt Scotch - No Age Statement,"Importer: Campari Spirits - SF, CA www.campariamerica.com"
Speyburn Bradan Orach Single Malt Scotch,"","Speyside, Scotland",20,Single Malt Scotch - No Age Statement,www.speyburn.com
Kirkland Signature The Glenlivet 40 Year Old Single Malt Scotch,"","Speyside, Scotland",700,Independent Single Malt Scotch,"Importer: Misa Imports Inc. - Dallas, TX www.alexandermurray.com"
The Maltman Mortlach 15 Year Old Single Malt Scotch,"","Speyside, Scotland",98,Independent Single Malt Scotch,Importer: International Spirits and Wines - New York www.meadowsideblending.com
Montgomerie's Tobermory 1994 Single Malt Scotch,"","Islay & Islands, Scotland",72,Independent Single Malt Scotch,"Importer: Saranty Imports - White Plains, NY"
Alexander Murray & Co. Bon Accord,"","Highland, Scotland",32,Independent Single Malt Scotch,"Importer: Misa Imports Inc. - Dallas, TX www.alexandermurray.com"
Montgomerie's Glenrothese 1992 Single Malt Scotch,"","Speyside, Scotland",77,Independent Single Malt Scotch,"Importer: Saranty Imports - White Plains, NY"
Montgomerie's Ben Nevis 1995 Single Malt Scotch,"","Highland, Scotland",57,Independent Single Malt Scotch,"Importer: Saranty Imports - White Plains, NY"
Wemyss Malts 12 Year Old Scotch The Hive,"",Scotland,67,Blended Malt Scotch,"Importer: Domaine Select Wine Estates - New York, NY www.wemyssmalts.com"
Scallywag Blended Malt Scotch Whisky,"","Speyside, Scotland",60,Blended Malt Scotch,Importer: International Spirits & Wines - New York www.iswusa.com
A. De Fussigny Selection Cognac,"","Charente, France",47,Cognac VS Three Star,"Importer: Park Street Imports, LLC - Miami, FL www.adefussigny.com"
Camus Ile de Ré Fine Island Cognac,"","Cognac, France",50,Cognac VS Three Star,"Importer: Camus Wines & Spirits - Palm Beach, FL www.camus.fr"
Comandon Cognac VS,"","Cognac, France",38,Cognac VS Three Star,"Importer: CNS Enterprises Inc.-Los Angeles,CA www. comandon.com"
Deau Cognac VS,"",France,26,Cognac VS Three Star,"Importer: Doyna Ltd Inc - Brooklyn, NY www.deaucognac.com"
Dobbé Cognac VS,"",France,,Cognac VS Three Star,""
Gautier Cognac VS,"","Charente, France",40,Cognac VS Three Star,"Importer: Imperial Brands - Palm Beach Gardens, FL www. cognac-gautier.com"
Louis Royer Cognac VS,"","Cognac, France",35,Cognac VS Three Star,Importer: Lapham Import Company-Florida www.louis- royer.com
Gautier Cognac VS,"","Charente, France",48,Cognac VS Three Star,"Importer: Imperial Brands - Palm Beach Gardens, FL www. cognac-gautier.com"
Louis Royer Cognac Force 53 VSOP,"","Fine Champagne, Cognac, France",49,Cognac VSOP or Equivalent,Importer: Lapham Import Company-Florida www.louis-royer.com
Camus Cognac VSOP Elegance,"","Cognac, France",40,Cognac VSOP or Equivalent,"Importer: Camus Wines & Spirits - Palm Beach, FL www.camus.fr"
Camus Borderies Cognac VSOP,"","Cognac, France",55,Cognac VSOP or Equivalent,"Importer: Camus Wines & Spirits - Palm Beach, FL www.camus.fr"
Cognac Park Borderies Single Vineyard 10 Year Old,"","Single Vineyard, Cognac, France",58,Cognac VSOP or Equivalent,"Importer: Black Sea Imports, Inc - Brooklyn, New York www.cognac-tessendier.com"
Louis Royer Cognac VSOP Preference,"","Cognac, France",44,Cognac VSOP or Equivalent,Importer: Lapham Import Company-Florida www.louis-royer.com
Rémy Martin Cognac 1738 Accord Royal,"","Cognac, France",50,Cognac VSOP or Equivalent,www.remycointreau.com
A. De Fussigny Cognac VSOP Superieur,"","Charente, France",58,Cognac VSOP or Equivalent,"Importer: Park Street Imports, LLC - Miami, FL www.adefussigny.com"
Landy VSOP Cognac,"","Cognac, France",,Cognac VSOP or Equivalent,""
Comandon Cognac VSOP,"","Cognac, France",52,Cognac VSOP or Equivalent,"Importer: CNS Enterprises Inc.-Los Angeles,CA www.  comandon.com"
Hardy  Organic Cognac VSOP,"","Cognac, France",60,Cognac VSOP or Equivalent,"Importer: A. Hardy USA - Rosemont, IL www. ahardyusa.com"
Louis Royer Cognac VSOP,"","Cognac, France",42,Cognac VSOP or Equivalent,Importer: Lapham Import Company-Florida www.louis- royer.com
D'USSÉ Cognac VSOP,"","Cognac, France",50,Cognac VSOP or Equivalent,Importer: Bacardi - New York www.dusse.com
Comandon Cognac XO Favorite,"","Cognac, France",129,Cognac XO or Equivalent,"Importer: CNS Enterprises Inc.-Los Angeles,CA www.comandon.com"
Cognac Frapin Chateau de Fontpinot XO,"",France,130,Cognac XO or Equivalent,"Importer: Palm Bay Int'l - Port Washington, NY www.palmbay.com"
Camus Cognac XO Elegance,"","Cognac, France",160,Cognac XO or Equivalent,"Importer: Camus Wines & Spirits - Palm Beach, FL www.camus.fr"
Cognac Park Cigar Blend Vielle Fine Champagne,"","30 Year Old  , Cognac, France",140,Cognac XO or Equivalent,"Importer: Black Sea Imports, Inc - Brooklyn, New York www.cognac-tessendier.com"
D'USSÉ Cognac XO,"",France,225,Cognac XO or Equivalent,Importer: Bacardi - New York www.dusse.com
Deau Cognac XO,"",France,145,Cognac XO or Equivalent,"Importer: Doyna Ltd Inc - Brooklyn, NY www.deaucognac.com"
Deau Cognac Black,"",France,220,Cognac XO or Equivalent,"Importer: Doyna Ltd Inc - Brooklyn, NY www.deaucognac.com"
Gautier Cognac XO Pinar del Rio,"","Charente, France",130,Cognac XO or Equivalent,"Importer: Imperial Brands - Palm Beach Gardens, FL www.cognac-gautier.com"
Louis Royer Cognac XO,"","Cognac, France",139,Cognac XO or Equivalent,Importer: Lapham Import Company-Florida www.louis- royer.com
Rémy Martin Cognac XO,"","Cognac, France",140,Cognac XO or Equivalent,"Importer: Rémy Cointreau USA - NY, NY www. remycointreau.com"
A. De Fussigny Cognac XO,"","Charente, France",122,Cognac XO or Equivalent,"Importer: Park Street Imports, LLC - Miami, FL www.adefussigny.com"
Gautier Cognac XO Gold and Blue,"","Charente, France",122,Cognac XO or Equivalent,"Importer: Imperial Brands - Palm Beach Gardens, FL www.cognac-gautier.com"
Landy XO Cognac,"","Cognac, France",,Cognac XO or Equivalent,""
Marnier Grand Fine Champagne Cognac XO,"","Cognac, France",200,Cognac XO or Equivalent,"Importer: Terlato Wines - Lake Bluff, IL www.grandmarnier.com"
Merlet Cognac Selection Saint Sauvant,"","Cognac, France",129,Cognac XO or Equivalent,"Importer: MHW Ltd - Manhasset, NY www.merlet.fr"
Louis Royer Cognac Extra Grande Champagne,"","Cognac, France",395,Cognac Extra-Aged/Vintage,Importer: Lapham Import Company-Florida www.louis-royer.com
Comandon Cognac Extra,"","Cognac, France",200,Cognac Extra-Aged/Vintage,"Importer: CNS Enterprises Inc.-Los Angeles,CA www. comandon.com"
GM Titanium Flavored Cognac,"","orange, calamansi, spice, France",40,Flavored Cognac,"Importer: Marnier Lapostolle, Inc. - New York, NY www.kappapisco.com"
Armagnac Castarède Reserve de la Famille Armagnac,"",France,105,Armagnac,"Importer: Domaine Select Wine Estates - New York, NY www.armagnac-castarede.fr/en"
Chateau de Laubade Armagnac 1985,"","Bas-Armagnac, France",200,Armagnac,"Importer: Baron Francois - NY, NY www.chateaudelaubade.com"
Comte de Lauvia Armagnac XO,"","Armagnac, France",95,Armagnac,Importer: Laville Imports Inc. - NY
Marquis de Montesquiou Armagnac Bold Reserve,"","Vielle en Fût de Chene, Armagnac, France",79,Armagnac,Importer: IMPEX - CA
LeCompte 25 Year Old Calvados,"","Pays d'Auge, France",279,Calvados,"Importer: Wine Warehouse-Los Angeles, CA www.calvados-lecompte.com"
Berneroy Calvados Fine,"",France,17,Calvados,"Importer: Camus Wines & Spirits - Palm Beach, FL www. calvados-berneroy.com"
Boulard Calvados V.S.O.P.,"",France,50,Calvados,"Importer: Palm Bay Int'l - Port Washington, NY www.palmbay. com"
Busnel Calvados,"","Pays d'Auge , France",,Calvados,""
LeCompte 12 Year Old Calvados,"","Pays d'Auge, France",70,Calvados,"Importer: Wine Warehouse-Los Angeles, CA www.calvados-lecompte.com"
Père Magloire Calvados 20 Year Old,"","Pays d'Auge, France",90,Calvados,"Importer: A Hardy-Des Plaines, IL www.calvados-pere-magloire.com"
Berneroy Calvados VSOP,"",France,20,Calvados,"Importer: Camus Wines & Spirits - Palm Beach, FL www.calvados- berneroy.com"
Boulard Calvados X.O.,"",France,100,Calvados,"Importer: Palm Bay Int'l - Port Washington, NY www.palmbay.com"
LeCompte 5 Year Old Calvados,"","Pays d'Auge, France",48,Calvados,"Importer: Wine Warehouse-Los Angeles, CA www.calvados-lecompte.com"
